"Timestamp","Institution","Location","Subject Area","PI","Review Date","URL","Last Update","Notes","Matched status","Matched institution name","State abbreviation","Unique IPEDS identification number for an institution","City location of institution","2021 Basic Classification","2021 Undergraduate Instructional Program Classification","2021 Graduate Instructional Program Classification","2021 Undergraduate Profile Classification","2021 Enrollment Profile Classification","2021 Size and Setting Classification","2020/2015 Carnegie Community Engagement Elective Classification","Region code","Sector of institution (control and level combined)","Level of institution","Control of institution","Postsecondary and Title IV institution indicator","Degree of urbanization (Urban-centric locale)","Land-grant institution","Institution grants a medical degree (MD, DDS, DMD, DO, DVM)","Historically Black College or University","Tribal College flag","Hispanic Serving Institution (Using composite lists)","Minority Serving Institution (HSI, HBCU, or Tribal College or University only)","Women's College flag","Council on Public Liberal Arts Colleges flag","Coalition of Urban Serving Universities flag","Coalition of Urban and Metropolitan Universities flag","Associate's degree total","Bachelor's degree total","Master's degrees conferred","Doctoral degrees - research/scholarship","Doctoral degrees - professional practice","Doctoral degrees - other","Total degrees conferred","Science & Engineering Research & Development Expenditures ($Thousands)","Non Science & Engineering Research & Development Expenditures ($Thousands)","Postdoctorates and non-faculty research staff with doctorates","Number full-time of faculty in ladder rank (assistant, associate, and full professors) Fall 2020","Social Science research/scholarship doctoral degrees","Humanities research/scholarship doctoral degrees","STEM research/scholarship doctoral degrees","Number of research/scholarship doctoral degrees conferred in professional fields","Research/scholarship doctoral degrees in Arts & Science fields (humanities, social sciences, & STEM)","Research/scholarship doctoral degrees in professional/other fields","Master's, doctoral-professional practice, and doctoral-other degrees conferred in the Arts & Sciences","Master's, doctoral-professional practice, and doctoral-other degrees conferred in the Professional fields","Baccalaureate degrees conferred in the Arts & Sciences (first and second majors)","Number of baccalaureate degrees conferred in professional fields","Associate's and Certificates of less than 2 years in career and technical fields","Associate's and Certificates of less than 2 years in transfer fields","Total Fall 2019 enrollment","Annual enrollment headcount, academic year 2019-20","Total Fall 2020 enrollment","Fall 2020 Full-Time Equivalent enrollment (full-time plus one-third part-time)","Undergraduate total enrollment, fall 2020","Graduate total enrollment, fall 2020","Undergraduate degree-seeking full-time enrollment","Undergraduate degree-seeking part-time enrollment","Undergraduate non-degree full-time students","Undergraduate non-degree part-time students","Graduate full-time enrollment, fall 2020","Graduate part-time enrollment, fall 2020","Undergraduate new first-time full-time students","Undergraduate new first-time part-time students","Undergraduate new transfer-in full-time students","Undergraduate new transfer-in part-time students","Student mix ratio used for associates college basic classification subcategories","Program mix ratio used for associates college basic classification subcategories","Number of different 2-digit CIP codes in which institution confers any degree","Two-digit CIP code designation in which institution conferred the most degrees","Two-digit CIP code designation in which institution conferred the most degrees (if there is a tie)","Number of degrees awarded in largest two-digit CIP code","Percent of total degrees conferred in CIP-2 designation under which largest number of degrees conferred","Number of different 4-digit CIP code designations in which institution confers an undergraduate degree","Number of graduate degree programs, where a program is defined at the 4-digit CIP code level","CIP-4s observed at both undergrad & grad/professional as percentage of undergraduate CIP-4s","Percent of CIP4 areas in which undergraduate degrees are conferred that graduate degrees are also conferred","Institution confers research/scholarship doctoral degrees","Two-digit CIP under which institution confers the most graduate degrees is Education","Two-digit CIP under which institution confers the most graduate degrees is Business","Two-digit CIP under which institution confers the most graduate degrees is other than Business or Education","Number of different 2-digit CIP codes in which institution confers master's, doctoral-professional practice, and doctoral-other degrees","Number of different 2-digit CIP codes in which institution confers research/scholarship doctoral degrees","Total dormitory capacity (campus-owned, -operated, or -affiliated housing)","Number of first-time entering students who submitted  SAT score","Number of first-time entering students who submitted ACT score","SAT-Verbal 25th percentile score","SAT-Math 25th percentile score","Combined SAT-Math and SAT-Verbal 25th percentiles scores","ACT Composite Score, 25 percentile","The ACT equivalent score for the combined 25th percentile SAT score","Derived 25th percentile ACT score, weighting both ACT and equated SAT scores by number submitted","Number of first-time student applications (used with admits and test scores for selectivity index)","Number of first-time students admitted to the university (used with applicants and test scores for selectivity index)","Percent of applicants admitted (used with test scores for selectivity index)","Final Selectivity category (ACT and Pct Admit) (1=inclusive; 2=selective; 3=more selective)"
"6/30/23 16:38","Hubbs-SeaWorld Research Institute","California","Marine Biology/Bioacoustics","Dr. Ann Bowles","7/30/2023","https://hswri.org/wp-content/uploads/2023/06/ABS-Postdoc-PA-2023.pdf","6/30/23 16:46","The primary focus of the position will be to develop state-of-the art hardware and software to collect and process data on animal behavior, sound production, and acoustic environments. The position will include work on animals in both managed care and under free-ranging conditions, with a focus on marine mammals, birds and fishes. Although possible research approaches will be suggested at the start of the postdoctoral position, the associate will be expected to contribute substantially to the design and conduct of the work. This position will be funded for 2 years (upon favorable annual reviews), with potential for advancement to Research Scientist 2 depending on successful completion of project goals, contributions to publications, and grant and fundraising activities during the term of the position.","Unmatched",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/30/23 13:03","New York University (NYU)","New York","Plant Developmental Biology","Joyce G. Onyenedum (formally ""Joyce G. Chery"")","7/17/2023","https://apply.interfolio.com/126348","6/30/23 14:21","We are seeking to hire an enthusiastic new member of the Onyenedum Lab to elucidate the developmental underpinnings of the twinning motion of vines. Priority will be given to candidates with a strong background in plant anatomy, and experience in plant developmental biology, cell wall biology, and molecular biology. The postdoc will work closely with the PI and one junior lab associate (recent undergraduate) as a team to generate, and interpret the data. This work is supported through an NSF CAREER award. The salary is $62-63,000 and is based in person in Manhattan, New York, USA.","Match, by alias","New York University","NY",193900,"New York","R1 Doctoral Universities: Very High Research Activity","Arts & sciences plus professions, high graduate coexistence","Research Doctoral: Comprehensive programs, with medical/veterinary school","Four-year, full-time, more selective, lower transfer-in","Majority undergraduate","Four-year, large, primarily residential","Classified","Mid East DE DC MD NJ NY PA","Private not-for-profit, 4-year or above","Four or more years","Private not-for-profit",1,"City Large","No","Yes","No","No",NA,"No","No","No","No","Yes",88,7206,9570,422,1005,43,18334,858190,89103,1060,5268,72,86,183,81,341,81,4642,5976,4426,2780,74,14,52885,58361,52775,46956.333333,27444,25331,25824,1452,30,138,18193,7138,6648,53,1315,114,NA,NA,26,52,NA,3146,0.171594,74,246,59,0.797297,"Conferred research/scholarship doctoral degrees",0,0,1,25,22,12985,4277,1796,670,700,1370,31,29,29.59147,80210,16918,0.210921,3
"6/30/23 9:57","University of Maine","Maine","Forest Ecology","Sydne Record","8/1/2023","https://sites.google.com/maine.edu/record-lab/opportunities","","","Match, exact","University of Maine","ME",161253,"Orono","R1 Doctoral Universities: Very High Research Activity","Professions plus arts & sciences, high graduate coexistence","Research Doctoral: Comprehensive programs, no medical/veterinary school","Four-year, full-time, inclusive, lower transfer-in","High undergraduate","Four-year, medium, primarily residential","Classified","New England CT ME MA NH RI VT","Public, 4-year or above","Four or more years","Public",1,"Suburb Small","Yes","No","No","No",NA,"No","No","No","No","No",0,1910,437,62,0,0,2409,124999,9184,136,437,3,9,45,5,57,5,167,270,650,1260,0,0,11561,13426,11741,9685.666667,9465,2276,7836,1034,11,584,811,1465,2014,45,362,112,NA,NA,25,52,NA,375,0.155666,63,76,36,0.571429,"Conferred research/scholarship doctoral degrees",0,0,1,19,13,3117,0,0,0,0,0,0,0,0,14785,13633,0.922083,1
"6/28/23 11:16","McGill","Canada","ecology, evolution or environmental science ","Dr. Laura Pollock","7/31/2023","https://www.ciee-icee.ca/ldp-postdoc-positions.html","6/28/23 11:18","Priority will be given to candidates who have proficiencies in at least some of the following skills: data archiving, R programming, version control (e.g. GitHub), reproducible research, database construction, collation of large databases from multiple sources, citizen science, advanced statistics, and collaboration in working groups. Prior teaching experience is an asset. We particularly encourage candidates with experience in hierarchical modelling and meta-analysis.","International",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/27/23 10:07","US Environmental Protection Agency","Oregon","Wetland restoration/nutrient reduction","Ryan Hill","8/4/2023","https://www.zintellect.com/Opportunity/Details/EPA-ORD-CPHEA-PESD-2023-02","7/23/23 13:33","Postdoc for 3-4 year project working on large-scale geospatial analysis of wetland restoration, placement of wetlands relative to landscape nutrient inputs, and optimization of wetland placement to intercept nutrients. This important work will improve how land managers consider wetland restoration and nutrient reduction efforts to improve water quality nationally. Postdoc is located in Corvallis, OR next to Oregon State University campus. Unfortunately, the ORISE program is only accepting US citizens at this time. We are reviewing applicants on a rolling basis so the position may close before the listed date.","Unmatched",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/27/23 9:15","University of Texas at Austin","Texas","Forest dynamics and theoretical ecology","Caroline Farrior","8/1/2023","https://sites.cns.utexas.edu/cfarrior/forest-dynamics-plant-strategies-and-inclusive-theoretical-ecology-postdoc-position","","","Match, partial","The University of Texas at Austin","TX",228778,"Austin","R1 Doctoral Universities: Very High Research Activity","Balanced arts & sciences/professions, high graduate coexistence","Research Doctoral: Comprehensive programs, with medical/veterinary school","Four-year, full-time, more selective, lower transfer-in","High undergraduate","Four-year, large, primarily nonresidential","Classified","Southwest AZ NM OK TX","Public, 4-year or above","Four or more years","Public",1,"City Large","No","Yes","No","No",NA,"No","No","No","No","No",0,10815,2996,806,504,0,15121,726915,70284,903,1872,76,138,435,157,649,157,1131,2369,5768,5047,0,0,51090,54243,50476,48357.333333,40048,10428,37272,2352,132,292,9894,534,8318,141,1638,71,NA,NA,26,52,NA,2338,0.154619,74,174,56,0.756757,"Conferred research/scholarship doctoral degrees",0,0,1,25,22,7784,6701,4005,610,600,1210,26,25,25.374089,57241,18290,0.319526,3
"6/23/23 10:09","The University of Texas at Austin","Texas","Ecology / sensing of biodiversity, micro-climate, and ecosystem processes","Timothy Keitt | RISE Team","asap","https://sites.cns.utexas.edu/keittlab/news/seeking-postdoctoral-scholar","6/23/23 10:10","A primary goal of RISE is to assemble data needed to better understand how natural communities in and around Texas are responding to human-induced changes in the environment and what effects these changes have on the ecological services they provide. To this end, we utilize available environmental and biodiversity datasets, especially citizen science data, such as eBird. The team is also actively developing technology for in-situ sensing of biodiversity, micro-climate, and ecosystem processes.","Match, exact","The University of Texas at Austin","TX",228778,"Austin","R1 Doctoral Universities: Very High Research Activity","Balanced arts & sciences/professions, high graduate coexistence","Research Doctoral: Comprehensive programs, with medical/veterinary school","Four-year, full-time, more selective, lower transfer-in","High undergraduate","Four-year, large, primarily nonresidential","Classified","Southwest AZ NM OK TX","Public, 4-year or above","Four or more years","Public",1,"City Large","No","Yes","No","No",NA,"No","No","No","No","No",0,10815,2996,806,504,0,15121,726915,70284,903,1872,76,138,435,157,649,157,1131,2369,5768,5047,0,0,51090,54243,50476,48357.333333,40048,10428,37272,2352,132,292,9894,534,8318,141,1638,71,NA,NA,26,52,NA,2338,0.154619,74,174,56,0.756757,"Conferred research/scholarship doctoral degrees",0,0,1,25,22,7784,6701,4005,610,600,1210,26,25,25.374089,57241,18290,0.319526,3
"6/23/23 8:33","USFS Rocky Mountain Research Station","Montana","Wildlife ecology","Dr. Jody Tucker","7/21/2023","https://www.zintellect.com/Opportunity/Details/USDA-USFS-2023-0288","11/14/23 19:29","$68,000-71,000 annual stipend (~$5600-5900/month). The participant will also receive a health insurance stipend supplement to help offset the cost of health insurance and is eligible for reimbursement of up to $1000 in relocation expenses. Start date is September 2023 (flexible within September).  This position will be in person in Missoula, MT.  However, a period of remote work at the beginning of the appointment may be considered if needed to facilitate the September start date. Applications will be reviewed and the position filled on a rolling basis so we encourage you to submit your application as soon as possible, however latest date applications can be submitted is July 21, 2023 by 3 pm EST.","Unmatched",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/22/23 22:35","University of Colorado Boulder: Department of Ecology & Evolutionary Biology","Colorado","climate-adapted wildfire management; modelling; landscape & fire ecology","Dr. Laura Dee and Dr. Katherine Siegel","7/20/2023","https://jobs.colorado.edu/jobs/JobDetail/?jobId=49431","11/14/23 19:29","","Match, by alias","University of Colorado Boulder","CO",126614,"Boulder","R1 Doctoral Universities: Very High Research Activity","Balanced arts & sciences/professions, high graduate coexistence","Research Doctoral: Comprehensive programs, no medical/veterinary school","Four-year, full-time, more selective, lower transfer-in","High undergraduate","Four-year, large, primarily residential","Not Classified","Rocky Mountains CO ID MT UT WY","Public, 4-year or above","Four or more years","Public",1,"City Midsize","No","No","No","No",NA,"No","No","No","No","No",0,7318,1713,405,186,0,9622,496549,29125,1050,1242,47,82,264,12,393,12,1084,815,4259,3059,0,0,37883,41826,37437,32825,30307,7130,27639,2140,64,464,2816,4314,6230,90,1252,183,NA,NA,24,14,NA,1652,0.17169,63,122,49,0.777778,"Conferred research/scholarship doctoral degrees",0,0,1,20,18,7550,4639,2824,570,560,1130,25,23,23.7568,44203,37221,0.842047,3
"6/22/23 10:28","USDA-ARS Jornada Experimental Range","New Mexico","Nutrient Circulation for rangeland management","Sheri Spiegal","","https://jornada.nmsu.edu/jobs","","","Unmatched",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/22/23 8:22","University of Konstanz / Max Planck Institute of Animal Behavior","Germany","Collective behavior; animal communication; complex systems; quantitative behavior; movement ecology","Ariana Strandburg-Peshkin","8/15/2023","https://stellen.uni-konstanz.de/jobposting/2a4aa9c3af65236876e4644f0b74101de4b3b99c0","6/22/23 8:23","We are seeking a post doc with a quantitative background and enthusiasm for tackling biological questions to join our interdisciplinary and international team studying communication and collective behavior in animal groups. The researcher will be based in the Communication and Collective Movement Research Group (CoCoMo) at the University of Konstanz and Max Planck Institute of Animal Behavior, located in Konstanz, Germany. The researcher will join the Communication and Coordination Across Scales Project (CCAS), an interdisciplinary collaborative project that integrates behavioral field biology with computational approaches to understand how animals use vocal signaling to coordinate collective behaviors.","International",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/21/23 9:24","Case Western Reserve University","Ohio","Microbiology, ecology, evolution","Gina Lewin","","https://www.thelewinlab.com/postdoc","6/21/23 9:25","We have funding for a postdoc to study how genomic and transcriptomic heterogeneity interplays with microbial interactions and disease. Postdocs are also encouraged to apply for independent funding to pursue this project and projects of their own design.","Match, exact","Case Western Reserve University","OH",201645,"Cleveland","R1 Doctoral Universities: Very High Research Activity","Balanced arts & sciences/professions, high graduate coexistence","Research Doctoral: Comprehensive programs, with medical/veterinary school","Four-year, full-time, more selective, lower transfer-in","Majority graduate","Four-year, large, highly residential","Not Classified","Great Lakes IL IN MI OH WI","Private not-for-profit, 4-year or above","Four or more years","Private not-for-profit",1,"City Large","No","Yes","No","No",NA,"No","No","No","No","No",0,1415,1779,220,470,0,3884,437725,2053,520,992,13,7,148,52,168,52,558,1691,794,621,0,0,11874,12298,11465,10792.333333,5430,6035,5285,75,1,69,5170,865,1304,1,62,1,NA,NA,23,51,NA,795,0.204686,61,122,41,0.672131,"Conferred research/scholarship doctoral degrees",0,0,1,19,14,4400,898,642,640,700,1340,31,28,29.250649,29084,8804,0.302709,3
"6/20/23 16:10","Utah State University","Utah","host-symbiont interactions in vertebrates, parasite ecology, microbiomes","Sara Weinstein","8/31/2023","https://careers-usu.icims.com/jobs/6546/postdoctoral-fellow/job","6/22/23 13:55","","Match, exact","Utah State University","UT",230728,"Logan","R1 Doctoral Universities: Very High Research Activity","Balanced arts & sciences/professions, high graduate coexistence","Research Doctoral: Comprehensive programs, with medical/veterinary school","Four-year, full-time, selective, higher transfer-in","Very high undergraduate","Four-year, large, primarily nonresidential","Classified","Rocky Mountains CO ID MT UT WY","Public, 4-year or above","Four or more years","Public",1,"City Small","Yes","Yes","No","No",NA,"No","No","No","No","No",1209,4411,837,96,7,0,6560,300894,3362,178,874,14,2,46,34,62,34,331,513,1840,2571,238,1045,27810,33055,27691,21369,24647,3044,17002,4085,115,3445,1091,1953,4192,355,984,326,NA,NA,33,24,NA,1085,0.165396,80,92,44,0.55,"Conferred research/scholarship doctoral degrees",1,0,0,19,13,3095,785,4065,550,530,1080,21,21,21,15949,14520,0.910402,2
"6/14/23 7:14","USDA Agricultural Research Service Northern Great Plains Research Laboratory","Alaska","Machine Learning/High Performance Computing/Food Security and Native Communities","Claire Friedrichsen","12/31/2023","https://www.zintellect.com/Opportunity/Details/USDA-ARS-SCINet-2023-0228","6/14/23 7:20","Monthly stipend: $7,911.97 The SCINet/Big Data Research Participation Program of the USDA ARS offers research opportunities to motivated postdoctoral fellows interested in solving agriculture-related problems at a range of spatial and temporal scales, from the genome to the continent, and sub-daily to evolutionary time scales. One of the goals of the SCINet Initiative is to develop and apply new technologies, including AI and machine learning, to help solve complex agricultural problems that also depend on collaboration across scientific disciplines and geographic locations. In addition, many of these technologies rely on the synthesis, integration, and analysis of large, diverse datasets that benefit from high performance computing (HPC) clusters. The objective of this fellowship is to facilitate cross-disciplinary, cross-location research through collaborative research on problems of interest to each applicant and amenable to or requiring the HPC environment. Training will be provided in data science, scientific computing, AI/machine learning, and related topics as needed for the fellow to complete their research.","Unmatched",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/13/23 9:56","University of Alberta","Canada","Animal Cognition","Lauren Guillette","7/15/2023","https://www.careers.ualberta.ca/Competition/A100151278/","6/14/23 7:19","2 yr position in Animal Cognition Research Group, International applicants welcome, must be within 5 years of PhD (extensions for e.g. parental leave). https://www.careers.ualberta.ca/Competition/A100151278/""","International",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/12/23 8:10","University of Texas at Arlington","Texas","Urban Ecology and Evolution, Museum Science,  Environmental Justice","Shane DuBay","7/20/2023","https://static1.squarespace.com/static/5a0b92566f4ca37f64599587/t/648736ea39a91321863adf05/1686583018239/postdoc+ad.pdf","6/12/23 8:38","This position is funded for three years to work on projects that use natural history specimens to understand environmental change and its impacts.","Match, partial","The University of Texas at Arlington","TX",228769,"Arlington","R1 Doctoral Universities: Very High Research Activity","Professions plus arts & sciences, high graduate coexistence","Research Doctoral: Comprehensive programs, no medical/veterinary school","Four-year, higher part-time","High undergraduate","Four-year, large, primarily residential","Not Classified","Southwest AZ NM OK TX","Public, 4-year or above","Four or more years","Public",1,"City Large","No","No","No","No","Yes","Yes","No","No","Yes","No",0,8553,4882,205,60,0,13700,107017,26776,117,634,3,8,150,44,161,44,1224,3718,2280,6273,0,0,48635,61457,48072,31796.666667,35064,13008,19756,14970,14,324,3889,9119,3707,193,2197,3004,NA,NA,24,51,NA,5276,0.385109,54,83,34,0.62963,"Conferred research/scholarship doctoral degrees",0,0,1,22,15,9940,3048,967,520,530,1050,21,20,20.240847,14620,12829,0.877497,0
"5/29/23 3:46","Arctic University of Norway","Norway","Integrated systems research for coastal ecology and sustainability","Vera Hausner","8/1/2023","https://www.jobbnorge.no/en/available-jobs/job/245737/postdoctoral-research-fellow-in-ecology-and-sustainability","","","International",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5/26/23 18:03","Oregon State University / NOAA","Oregon","Marine Ecology, Salmon, Modeling","Joshua Stewart","7/15/2023","https://www.oceanecologylab.org/news/salmon-marine-survival-modeling-post-doc","","","Match, by alias","Oregon State University","OR",209542,"Corvallis","R1 Doctoral Universities: Very High Research Activity","Professions plus arts & sciences, high graduate coexistence","Research Doctoral: Comprehensive programs, with medical/veterinary school","Four-year, medium full-time , selective, higher transfer-in","High undergraduate","Four-year, large, primarily nonresidential","Classified","Far West AK CA HI NV OR WA","Public, 4-year or above","Four or more years","Public",1,"City Small","Yes","Yes","No","No",NA,"No","No","No","No","No",0,6100,1037,272,138,0,7547,262426,5959,324,915,12,3,192,65,207,65,664,511,2337,3763,0,0,31719,37586,32312,25139.333333,26644,5668,17925,8123,159,437,3469,2199,3125,449,1742,877,NA,NA,25,14,NA,1355,0.179542,75,139,41,0.546667,"Conferred research/scholarship doctoral degrees",0,0,1,21,16,5055,2327,1344,540,540,1080,21,21,21,17374,14284,0.822148,2
